"Date","facility_name","Admissions","Attendance","Tri_1","Tri_2","Tri_3","Tri_4","Tri_5"
2013-10-03,"Joondalup Health Campus",79,236,0,28,85,119,0
2013-10-04,"Royal Perth Hospital",103,236,4,32,60,122,17
2013-10-04,"Fremantle Hospital",61,135,0,18,50,56,10
2013-10-04,"Princess Margaret Hospital For Children",37,190,0,8,52,125,3
2013-10-04,"King Edward Memorial Hospital For Women",0,41,0,0,0,19,22
2013-10-04,"Sir Charles Gairdner Hospital",128,193,0,49,95,42,6
2013-10-04,"Armadale/Kelmscott District Memorial Hospital",23,160,0,14,66,69,9
2013-10-04,"Swan District Hospital",32,133,0,21,64,34,14
2013-10-04,"Rockingham General Hospital",11,136,0,21,53,61,0
2013-10-04,"Joondalup Health Campus",70,256,0,35,105,111,5
2013-10-05,"Royal Perth Hospital",83,223,4,44,90,73,11
2013-10-05,"Fremantle Hospital",61,152,4,27,55,54,12
2013-10-05,"Princess Margaret Hospital For Children",42,213,0,14,51,146,0
2013-10-05,"King Edward Memorial Hospital For Women",0,23,0,0,4,12,7
2013-10-05,"Sir Charles Gairdner Hospital",109,186,0,43,88,49,4
2013-10-05,"Armadale/Kelmscott District Memorial Hospital",23,154,0,16,58,70,8
2013-10-05,"Swan District Hospital",42,130,4,20,61,39,6
2013-10-05,"Rockingham General Hospital",22,147,0,17,58,69,0
2013-10-05,"Joondalup Health Campus",70,285,0,40,118,123,0
2013-10-06,"Royal Perth Hospital",81,228,0,35,78,91,22
2013-10-06,"Fremantle Hospital",67,173,4,33,66,60,10
2013-10-06,"Princess Margaret Hospital For Children",28,194,0,8,53,126,5
2013-10-06,"King Edward Memorial Hospital For Women",8,33,0,0,3,16,14
2013-10-06,"Sir Charles Gairdner Hospital",97,163,4,36,78,41,4
2013-10-06,"Armadale/Kelmscott District Memorial Hospital",23,190,0,26,74,79,9
2013-10-06,"Swan District Hospital",31,126,0,28,48,44,6
2013-10-06,"Rockingham General Hospital",15,132,0,12,56,58,5
2013-10-06,"Joondalup Health Campus",72,266,0,34,107,120,5
2013-10-07,"Royal Perth Hospital",105,251,7,52,87,87,18
2013-10-07,"Fremantle Hospital",78,175,0,38,51,75,11
2013-10-07,"Princess Margaret Hospital For Children",33,208,0,6,61,137,0
2013-10-07,"King Edward Memorial Hospital For Women",3,40,0,0,0,15,23
2013-10-07,"Sir Charles Gairdner Hospital",143,204,5,51,107,36,5
2013-10-07,"Armadale/Kelmscott District Memorial Hospital",28,178,0,22,78,68,8
2013-10-07,"Swan District Hospital",32,131,0,16,58,42,13
2013-10-07,"Rockingham General Hospital",24,151,0,18,52,61,19
2013-10-07,"Joondalup Health Campus",77,284,0,36,111,130,5
2013-10-08,"Royal Perth Hospital",100,219,4,35,67,97,16
2013-10-08,"Fremantle Hospital",61,143,3,25,63,37,15
2013-10-08,"Princess Margaret Hospital For Children",33,174,0,10,51,112,0
2013-10-08,"King Edward Memorial Hospital For Women",4,32,0,0,0,22,9
2013-10-08,"Sir Charles Gairdner Hospital",109,162,0,49,69,36,6
2013-10-08,"Armadale/Kelmscott District Memorial Hospital",23,166,0,15,71,73,7
2013-10-08,"Swan District Hospital",25,143,0,17,37,77,11
2013-10-08,"Rockingham General Hospital",20,143,0,21,62,56,3
2013-10-08,"Joondalup Health Campus",88,249,0,43,97,106,3
2013-10-09,"Royal Perth Hospital",91,207,0,32,73,94,7
2013-10-09,"Fremantle Hospital",67,135,0,23,55,42,13
2013-10-09,"Princess Margaret Hospital For Children",29,148,0,6,35,99,6
2013-10-09,"King Edward Memorial Hospital For Women",0,43,0,0,0,19,22
2013-10-09,"Sir Charles Gairdner Hospital",107,181,0,51,63,61,6
2013-10-09,"Armadale/Kelmscott District Memorial Hospital",16,171,0,22,65,66,17
2013-10-09,"Swan District Hospital",30,127,0,16,46,58,6
2013-10-09,"Rockingham General Hospital",21,137,0,13,49,69,5
2013-10-09,"Joondalup Health Campus",88,239,0,32,99,103,4
2013-10-10,"Royal Perth Hospital",98,231,4,32,83,98,14
2013-10-10,"Fremantle Hospital",51,134,3,29,47,44,11
2013-10-10,"Princess Margaret Hospital For Children",34,186,0,8,57,117,0
2013-10-10,"King Edward Memorial Hospital For Women",4,44,0,0,5,21,18
2013-10-10,"Sir Charles Gairdner Hospital",111,170,4,46,70,41,9
2013-10-10,"Armadale/Kelmscott District Memorial Hospital",24,163,0,23,58,75,6
2013-10-10,"Swan District Hospital",24,119,0,28,51,36,4
2013-10-10,"Rockingham General Hospital",26,139,0,17,54,67,0
2013-10-10,"Joondalup Health Campus",70,222,0,32,79,101,10
2013-10-11,"Royal Perth Hospital",89,207,5,20,85,80,17
2013-10-11,"Fremantle Hospital",68,161,0,30,61,58,12
2013-10-11,"Princess Margaret Hospital For Children",34,176,3,18,43,110,0
2013-10-11,"King Edward Memorial Hospital For Women",5,54,0,0,8,19,26
2013-10-11,"Sir Charles Gairdner Hospital",107,177,0,35,76,61,4
2013-10-11,"Armadale/Kelmscott District Memorial Hospital",15,164,0,23,55,83,3
2013-10-11,"Swan District Hospital",30,114,0,14,48,45,7
2013-10-11,"Rockingham General Hospital",5,119,0,14,30,70,4
2013-10-11,"Joondalup Health Campus",69,224,0,30,73,113,8
2013-10-12,"Royal Perth Hospital",95,240,5,35,98,85,17
2013-10-12,"Fremantle Hospital",61,150,0,28,59,48,15
2013-10-12,"Princess Margaret Hospital For Children",32,164,3,10,43,102,6
2013-10-12,"King Edward Memorial Hospital For Women",3,40,0,0,6,24,10
2013-10-12,"Sir Charles Gairdner Hospital",120,183,5,40,83,51,4
2013-10-12,"Armadale/Kelmscott District Memorial Hospital",22,170,0,21,72,64,13
2013-10-12,"Swan District Hospital",29,140,0,20,62,47,10
2013-10-12,"Rockingham General Hospital",9,128,0,14,43,66,5
2013-10-12,"Joondalup Health Campus",65,224,0,23,92,105,4
2013-10-13,"Royal Perth Hospital",90,240,6,33,93,88,19
2013-10-13,"Fremantle Hospital",55,166,3,30,52,63,18
2013-10-13,"Princess Margaret Hospital For Children",30,193,0,7,53,130,3
2013-10-13,"King Edward Memorial Hospital For Women",0,21,0,0,4,11,5
2013-10-13,"Sir Charles Gairdner Hospital",107,181,6,39,89,43,4
2013-10-13,"Armadale/Kelmscott District Memorial Hospital",16,201,0,17,68,95,21
2013-10-13,"Swan District Hospital",33,138,3,30,52,47,6
2013-10-13,"Rockingham General Hospital",13,163,0,17,42,96,8
2013-10-13,"Joondalup Health Campus",69,247,0,31,98,111,6
2013-10-14,"Royal Perth Hospital",88,247,0,30,74,115,27
2013-10-14,"Fremantle Hospital",79,166,0,28,58,69,11
2013-10-14,"Princess Margaret Hospital For Children",34,208,0,15,54,135,0
2013-10-14,"King Edward Memorial Hospital For Women",4,44,0,0,8,12,24
2013-10-14,"Sir Charles Gairdner Hospital",111,179,5,35,91,46,0
2013-10-14,"Armadale/Kelmscott District Memorial Hospital",26,167,0,17,60,72,17
2013-10-14,"Swan District Hospital",31,127,0,29,44,42,10
2013-10-14,"Rockingham General Hospital",29,168,0,22,79,65,0
2013-10-14,"Joondalup Health Campus",75,261,0,33,103,119,5
2013-10-15,"Royal Perth Hospital",80,216,0,41,71,87,15
2013-10-15,"Fremantle Hospital",57,150,3,31,41,56,19
2013-10-15,"Princess Margaret Hospital For Children",28,171,0,8,41,113,8
2013-10-15,"King Edward Memorial Hospital For Women",0,36,0,0,5,14,17
2013-10-15,"Sir Charles Gairdner Hospital",129,175,0,34,86,47,6
2013-10-15,"Armadale/Kelmscott District Memorial Hospital",21,152,0,18,57,61,15
2013-10-15,"Swan District Hospital",16,135,0,23,55,42,14
2013-10-15,"Rockingham General Hospital",21,120,0,13,51,52,4
2013-10-15,"Joondalup Health Campus",92,249,0,29,84,128,8
2013-10-16,"Royal Perth Hospital",91,229,3,38,78,93,16
2013-10-16,"Fremantle Hospital",50,151,0,28,45,61,15
2013-10-16,"Princess Margaret Hospital For Children",26,196,0,4,51,138,3
2013-10-16,"King Edward Memorial Hospital For Women",4,34,0,0,3,10,21
2013-10-16,"Sir Charles Gairdner Hospital",101,162,4,34,74,43,7
2013-10-16,"Armadale/Kelmscott District Memorial Hospital",22,177,0,26,54,83,14
2013-10-16,"Swan District Hospital",34,128,0,24,39,54,10
2013-10-16,"Rockingham General Hospital",12,126,0,12,45,67,0
2013-10-16,"Joondalup Health Campus",70,254,0,27,106,105,14
2013-10-17,"Royal Perth Hospital",78,218,0,31,70,99,16
2013-10-17,"Fremantle Hospital",73,155,0,20,70,51,12
2013-10-17,"Princess Margaret Hospital For Children",29,165,0,7,42,115,0
2013-10-17,"King Edward Memorial Hospital For Women",4,42,0,0,0,15,25
2013-10-17,"Sir Charles Gairdner Hospital",133,184,3,43,84,51,3
2013-10-17,"Armadale/Kelmscott District Memorial Hospital",24,158,0,35,59,55,7
2013-10-17,"Swan District Hospital",25,145,0,22,57,60,6
2013-10-17,"Rockingham General Hospital",12,148,0,18,51,73,4
2013-10-17,"Joondalup Health Campus",75,230,0,25,103,95,5
2013-10-18,"Royal Perth Hospital",90,221,3,37,90,80,11
2013-10-18,"Fremantle Hospital",73,138,0,29,51,52,4
2013-10-18,"Princess Margaret Hospital For Children",39,195,0,8,59,121,6
2013-10-18,"King Edward Memorial Hospital For Women",3,53,0,0,4,28,21
2013-10-18,"Sir Charles Gairdner Hospital",130,170,4,43,70,47,6
2013-10-18,"Armadale/Kelmscott District Memorial Hospital",21,168,0,31,47,84,4
2013-10-18,"Swan District Hospital",27,122,0,20,51,46,4
2013-10-18,"Rockingham General Hospital",15,152,0,20,54,71,6
2013-10-18,"Joondalup Health Campus",75,251,3,33,89,117,9
2013-10-19,"Royal Perth Hospital",80,213,0,31,73,101,7
2013-10-19,"Fremantle Hospital",45,139,0,27,53,55,4
2013-10-19,"Princess Margaret Hospital For Children",37,178,0,17,39,114,8
2013-10-19,"King Edward Memorial Hospital For Women",5,26,0,0,0,17,6
2013-10-19,"Sir Charles Gairdner Hospital",113,176,0,52,73,41,9
2013-10-19,"Armadale/Kelmscott District Memorial Hospital",9,143,0,21,56,57,9
2013-10-19,"Swan District Hospital",31,124,0,27,56,41,0
2013-10-19,"Rockingham General Hospital",13,137,0,21,51,58,6
2013-10-19,"Joondalup Health Campus",52,237,0,28,73,132,3
2013-10-20,"Royal Perth Hospital",86,225,0,33,76,98,16
2013-10-20,"Fremantle Hospital",59,152,4,31,67,40,10
2013-10-20,"Princess Margaret Hospital For Children",25,205,0,11,42,149,3
2013-10-20,"King Edward Memorial Hospital For Women",5,32,0,0,5,19,8
2013-10-20,"Sir Charles Gairdner Hospital",110,186,5,37,83,58,3
2013-10-20,"Armadale/Kelmscott District Memorial Hospital",20,165,0,16,60,79,8
2013-10-20,"Swan District Hospital",32,142,0,20,60,55,6
2013-10-20,"Rockingham General Hospital",26,152,0,16,66,69,0
2013-10-20,"Joondalup Health Campus",70,274,0,28,96,134,15
2013-10-21,"Royal Perth Hospital",114,252,0,44,79,118,10
2013-10-21,"Fremantle Hospital",75,167,0,31,58,65,12
2013-10-21,"Princess Margaret Hospital For Children",20,202,0,5,49,142,4
2013-10-21,"King Edward Memorial Hospital For Women",4,47,0,0,0,19,26
2013-10-21,"Sir Charles Gairdner Hospital",109,176,4,40,75,52,5
2013-10-21,"Armadale/Kelmscott District Memorial Hospital",16,182,0,21,73,82,6
2013-10-21,"Swan District Hospital",21,138,0,26,47,57,6
2013-10-21,"Rockingham General Hospital",17,169,0,21,58,84,6
2013-10-21,"Joondalup Health Campus",77,251,0,26,104,114,5
2013-10-22,"Royal Perth Hospital",80,203,5,35,59,89,15
2013-10-22,"Fremantle Hospital",73,160,0,35,56,48,20
2013-10-22,"Princess Margaret Hospital For Children",33,208,0,12,48,142,5
2013-10-22,"King Edward Memorial Hospital For Women",3,40,0,0,3,16,21
2013-10-22,"Sir Charles Gairdner Hospital",139,186,3,41,84,49,9
2013-10-22,"Armadale/Kelmscott District Memorial Hospital",29,179,0,30,46,87,16
2013-10-22,"Swan District Hospital",18,131,0,25,50,50,5
2013-10-22,"Rockingham General Hospital",19,150,0,11,48,85,5
2013-10-22,"Joondalup Health Campus",75,249,0,32,91,115,10
2013-10-23,"Royal Perth Hospital",93,208,3,36,85,63,21
2013-10-23,"Fremantle Hospital",70,141,0,21,57,51,10
2013-10-23,"Princess Margaret Hospital For Children",36,197,0,5,44,144,3
2013-10-23,"King Edward Memorial Hospital For Women",4,43,0,0,3,17,23
2013-10-23,"Sir Charles Gairdner Hospital",114,160,3,47,76,32,0
2013-10-23,"Armadale/Kelmscott District Memorial Hospital",24,172,0,20,67,75,8
2013-10-23,"Swan District Hospital",21,123,3,17,54,40,9
2013-10-23,"Rockingham General Hospital",19,140,0,16,43,73,8
2013-10-23,"Joondalup Health Campus",72,241,0,38,88,101,13
2013-10-24,"Royal Perth Hospital",108,228,4,41,66,90,26
2013-10-24,"Fremantle Hospital",58,155,0,25,66,43,20
2013-10-24,"Princess Margaret Hospital For Children",34,172,0,6,45,118,0
2013-10-24,"King Edward Memorial Hospital For Women",3,38,0,0,6,16,15
2013-10-24,"Sir Charles Gairdner Hospital",110,173,5,43,73,46,6
2013-10-24,"Armadale/Kelmscott District Memorial Hospital",21,163,0,25,67,61,10
2013-10-24,"Swan District Hospital",31,119,0,21,47,43,6
2013-10-24,"Rockingham General Hospital",27,152,0,15,50,84,3
2013-10-24,"Joondalup Health Campus",68,247,0,25,87,130,4
2013-10-25,"Royal Perth Hospital",102,226,0,35,85,88,18
2013-10-25,"Fremantle Hospital",59,152,0,34,68,44,6
2013-10-25,"Princess Margaret Hospital For Children",27,197,0,10,41,144,0
2013-10-25,"King Edward Memorial Hospital For Women",6,44,0,0,6,12,26
2013-10-25,"Sir Charles Gairdner Hospital",124,172,0,47,68,47,8
2013-10-25,"Armadale/Kelmscott District Memorial Hospital",27,173,0,21,76,69,7
2013-10-25,"Swan District Hospital",25,119,0,14,49,47,8
2013-10-25,"Rockingham General Hospital",23,159,0,15,52,73,17
2013-10-25,"Joondalup Health Campus",74,248,0,27,81,137,0
2013-10-26,"Royal Perth Hospital",94,234,7,42,78,96,11
2013-10-26,"Fremantle Hospital",61,157,4,29,64,47,13
2013-10-26,"Princess Margaret Hospital For Children",40,194,0,14,46,129,4
2013-10-26,"King Edward Memorial Hospital For Women",0,27,0,0,0,10,16
2013-10-26,"Sir Charles Gairdner Hospital",109,183,3,46,97,37,0
2013-10-26,"Armadale/Kelmscott District Memorial Hospital",14,168,0,16,92,57,0
2013-10-26,"Swan District Hospital",12,115,0,23,40,43,9
2013-10-26,"Rockingham General Hospital",20,148,0,14,65,64,4
2013-10-26,"Joondalup Health Campus",70,266,0,27,77,159,0
2013-10-27,"Royal Perth Hospital",95,218,8,28,65,100,17
2013-10-27,"Fremantle Hospital",52,165,0,26,58,73,8
2013-10-27,"Princess Margaret Hospital For Children",29,234,0,8,40,183,3
2013-10-27,"King Edward Memorial Hospital For Women",5,26,0,0,0,18,6
2013-10-27,"Sir Charles Gairdner Hospital",96,169,0,34,87,46,0
2013-10-27,"Armadale/Kelmscott District Memorial Hospital",23,186,0,27,65,83,11
2013-10-27,"Swan District Hospital",31,151,0,16,60,68,7
2013-10-27,"Rockingham General Hospital",8,150,3,15,43,85,4
2013-10-27,"Joondalup Health Campus",80,304,0,44,124,130,6
2013-10-28,"Royal Perth Hospital",76,249,3,32,71,120,22
2013-10-28,"Fremantle Hospital",68,163,0,33,52,60,16
2013-10-28,"Princess Margaret Hospital For Children",32,217,0,12,44,155,4
2013-10-28,"King Edward Memorial Hospital For Women",4,50,0,0,3,21,26
2013-10-28,"Sir Charles Gairdner Hospital",129,220,3,56,112,44,5
2013-10-28,"Armadale/Kelmscott District Memorial Hospital",17,185,3,30,67,70,15
2013-10-28,"Swan District Hospital",23,157,0,25,53,65,14
2013-10-28,"Rockingham General Hospital",27,146,0,20,56,65,5
2013-10-28,"Joondalup Health Campus",61,285,0,42,113,121,7
2013-10-29,"Royal Perth Hospital",85,220,3,32,82,75,27
2013-10-29,"Fremantle Hospital",71,155,0,34,67,44,9
2013-10-29,"Princess Margaret Hospital For Children",38,222,0,9,66,143,3
2013-10-29,"King Edward Memorial Hospital For Women",3,51,0,0,3,28,20
2013-10-29,"Sir Charles Gairdner Hospital",132,201,6,51,96,40,8
2013-10-29,"Armadale/Kelmscott District Memorial Hospital",33,189,0,27,68,85,9
2013-10-29,"Swan District Hospital",28,137,0,31,64,38,4
2013-10-29,"Rockingham General Hospital",12,146,0,17,44,74,11
2013-10-29,"Joondalup Health Campus",75,264,0,33,86,137,7
2013-10-30,"Royal Perth Hospital",96,222,4,32,91,74,18
2013-10-30,"Fremantle Hospital",67,166,0,34,48,67,16
2013-10-30,"Princess Margaret Hospital For Children",25,205,0,6,46,150,3
2013-10-30,"King Edward Memorial Hospital For Women",0,34,0,0,3,13,18
2013-10-30,"Sir Charles Gairdner Hospital",108,173,0,43,90,34,6
2013-10-30,"Armadale/Kelmscott District Memorial Hospital",21,175,0,25,84,58,8
2013-10-30,"Swan District Hospital",23,132,0,19,58,49,6
2013-10-30,"Rockingham General Hospital",16,157,0,13,51,91,0
2013-10-30,"Joondalup Health Campus",81,254,0,36,92,121,4
2013-10-31,"Royal Perth Hospital",100,237,7,34,87,103,6
2013-10-31,"Fremantle Hospital",77,161,0,34,49,63,14
2013-10-31,"Princess Margaret Hospital For Children",23,170,0,7,41,119,0
2013-10-31,"King Edward Memorial Hospital For Women",4,56,0,0,5,23,28
2013-10-31,"Sir Charles Gairdner Hospital",116,178,0,42,95,34,6
2013-10-31,"Armadale/Kelmscott District Memorial Hospital",17,180,0,28,78,67,6
2013-10-31,"Swan District Hospital",22,115,3,26,34,44,8
2013-10-31,"Rockingham General Hospital",23,152,0,15,46,85,4
2013-10-31,"Joondalup Health Campus",73,232,0,31,102,97,0
2013-11-01,"Royal Perth Hospital",104,234,3,42,108,73,8
2013-11-01,"Fremantle Hospital",70,161,0,33,44,68,14
2013-11-01,"Princess Margaret Hospital For Children",33,184,0,13,44,118,8
2013-11-01,"King Edward Memorial Hospital For Women",5,46,0,0,5,13,28
2013-11-01,"Sir Charles Gairdner Hospital",141,197,5,53,98,35,6
2013-11-01,"Armadale/Kelmscott District Memorial Hospital",17,167,0,26,76,55,8
2013-11-01,"Swan District Hospital",21,140,0,21,54,52,11
2013-11-01,"Rockingham General Hospital",13,147,0,18,50,71,7
2013-11-01,"Joondalup Health Campus",82,263,0,40,104,116,0
2013-11-02,"Royal Perth Hospital",81,237,8,41,78,103,7
2013-11-02,"Fremantle Hospital",52,147,0,19,47,63,17
2013-11-02,"Princess Margaret Hospital For Children",40,215,0,9,59,145,0
2013-11-02,"King Edward Memorial Hospital For Women",6,29,0,0,8,11,9
2013-11-02,"Sir Charles Gairdner Hospital",122,200,0,42,98,48,10
2013-11-02,"Armadale/Kelmscott District Memorial Hospital",14,157,0,27,67,59,0
2013-11-02,"Swan District Hospital",19,151,0,26,53,66,5
2013-11-02,"Rockingham General Hospital",16,147,0,16,67,57,6
2013-11-02,"Joondalup Health Campus",63,237,0,27,80,128,0
2013-11-03,"Royal Perth Hospital",97,248,3,35,104,95,11
2013-11-03,"Fremantle Hospital",55,184,0,25,49,78,32
2013-11-03,"Princess Margaret Hospital For Children",31,222,0,10,61,148,0
2013-11-03,"King Edward Memorial Hospital For Women",0,23,0,0,0,15,7
2013-11-03,"Sir Charles Gairdner Hospital",126,194,0,44,84,63,0
2013-11-03,"Armadale/Kelmscott District Memorial Hospital",16,219,0,17,100,95,6
2013-11-03,"Swan District Hospital",25,136,0,27,39,60,9
2013-11-03,"Rockingham General Hospital",17,150,0,17,49,77,6
2013-11-03,"Joondalup Health Campus",68,290,0,33,85,160,12
2013-11-04,"Royal Perth Hospital",117,256,4,30,77,128,17
2013-11-04,"Fremantle Hospital",67,180,5,29,58,61,27
2013-11-04,"Princess Margaret Hospital For Children",33,240,0,9,60,166,4
2013-11-04,"King Edward Memorial Hospital For Women",7,55,0,0,0,22,31
2013-11-04,"Sir Charles Gairdner Hospital",138,213,4,55,110,42,0
2013-11-04,"Armadale/Kelmscott District Memorial Hospital",28,186,0,21,78,83,3
2013-11-04,"Swan District Hospital",24,133,0,15,61,43,14
2013-11-04,"Rockingham General Hospital",9,171,0,17,61,89,4
2013-11-04,"Joondalup Health Campus",82,284,0,47,90,137,9
2013-11-05,"Royal Perth Hospital",94,224,0,28,93,91,10
2013-11-05,"Fremantle Hospital",70,169,3,32,60,52,22
2013-11-05,"Princess Margaret Hospital For Children",28,210,0,3,59,144,4
2013-11-05,"King Edward Memorial Hospital For Women",0,42,0,0,0,18,22
2013-11-05,"Sir Charles Gairdner Hospital",126,197,7,45,81,59,5
2013-11-05,"Armadale/Kelmscott District Memorial Hospital",22,181,0,27,69,73,12
2013-11-05,"Swan District Hospital",16,116,0,27,45,38,6
2013-11-05,"Rockingham General Hospital",18,153,0,27,65,59,0
2013-11-05,"Joondalup Health Campus",61,238,0,25,74,137,0
2013-11-06,"Royal Perth Hospital",125,236,5,39,78,108,6
2013-11-06,"Fremantle Hospital",63,153,0,22,59,52,18
2013-11-06,"Princess Margaret Hospital For Children",35,210,0,11,45,150,3
2013-11-06,"King Edward Memorial Hospital For Women",4,51,0,0,4,29,18
2013-11-06,"Sir Charles Gairdner Hospital",111,172,0,45,69,51,5
2013-11-06,"Armadale/Kelmscott District Memorial Hospital",17,150,0,22,50,67,11
2013-11-06,"Swan District Hospital",30,116,0,18,39,50,9
2013-11-06,"Rockingham General Hospital",20,133,0,20,44,63,4
2013-11-06,"Joondalup Health Campus",84,255,0,40,101,108,6
2013-11-07,"Royal Perth Hospital",99,220,0,39,81,88,10
2013-11-07,"Fremantle Hospital",69,151,0,27,58,55,9
2013-11-07,"Princess Margaret Hospital For Children",41,215,0,4,61,143,6
2013-11-07,"King Edward Memorial Hospital For Women",0,46,0,0,7,22,17
2013-11-07,"Sir Charles Gairdner Hospital",135,195,6,61,80,41,7
2013-11-07,"Armadale/Kelmscott District Memorial Hospital",28,162,0,30,79,44,7
2013-11-07,"Swan District Hospital",28,131,0,19,55,50,7
2013-11-07,"Rockingham General Hospital",25,137,0,20,52,61,4
2013-11-07,"Joondalup Health Campus",69,253,0,26,85,133,9
2013-11-08,"Royal Perth Hospital",91,244,3,36,105,89,11
2013-11-08,"Fremantle Hospital",72,178,0,20,75,68,13
2013-11-08,"Princess Margaret Hospital For Children",30,209,0,9,44,153,0
2013-11-08,"King Edward Memorial Hospital For Women",3,52,0,0,8,23,20
2013-11-08,"Sir Charles Gairdner Hospital",103,162,3,30,81,41,7
2013-11-08,"Armadale/Kelmscott District Memorial Hospital",18,165,0,28,56,75,6
2013-11-08,"Swan District Hospital",16,111,0,22,48,34,5
2013-11-08,"Rockingham General Hospital",19,144,0,14,58,59,13
2013-11-08,"Joondalup Health Campus",61,253,0,38,90,118,6
2013-11-09,"Royal Perth Hospital",94,246,3,56,86,87,14
2013-11-09,"Fremantle Hospital",58,173,0,29,63,69,10
2013-11-09,"Princess Margaret Hospital For Children",38,199,0,10,57,126,5
2013-11-09,"King Edward Memorial Hospital For Women",5,37,0,0,5,24,8
2013-11-09,"Sir Charles Gairdner Hospital",114,168,5,36,83,39,5
2013-11-09,"Armadale/Kelmscott District Memorial Hospital",16,160,0,16,56,81,7
2013-11-09,"Swan District Hospital",29,131,0,17,51,59,3
2013-11-09,"Rockingham General Hospital",13,127,0,17,43,54,13
2013-11-09,"Joondalup Health Campus",57,230,0,23,112,92,3
2013-11-10,"Royal Perth Hospital",94,219,6,32,87,83,11
2013-11-10,"Fremantle Hospital",48,171,0,23,50,73,23
2013-11-10,"Princess Margaret Hospital For Children",29,217,0,11,30,168,6
2013-11-10,"King Edward Memorial Hospital For Women",0,26,0,0,6,14,5
2013-11-10,"Sir Charles Gairdner Hospital",101,162,0,29,79,50,3
2013-11-10,"Armadale/Kelmscott District Memorial Hospital",17,171,0,18,72,78,3
2013-11-10,"Swan District Hospital",30,132,0,29,37,60,6
2013-11-10,"Rockingham General Hospital",15,168,0,15,62,86,5
2013-11-10,"Joondalup Health Campus",68,283,0,34,90,154,4
2013-11-11,"Royal Perth Hospital",113,256,7,48,87,88,26
2013-11-11,"Fremantle Hospital",74,171,4,33,49,73,12
2013-11-11,"Princess Margaret Hospital For Children",31,209,0,8,51,143,4
2013-11-11,"King Edward Memorial Hospital For Women",4,49,0,0,6,22,21
2013-11-11,"Sir Charles Gairdner Hospital",123,195,0,40,104,43,6
2013-11-11,"Armadale/Kelmscott District Memorial Hospital",20,197,0,27,61,90,18
2013-11-11,"Swan District Hospital",40,152,0,20,66,64,0
2013-11-11,"Rockingham General Hospital",11,141,0,12,44,81,4
2013-11-11,"Joondalup Health Campus",82,278,0,28,97,151,0
2013-11-12,"Royal Perth Hospital",107,240,9,42,71,98,19
2013-11-12,"Fremantle Hospital",71,150,0,27,52,59,11
2013-11-12,"Princess Margaret Hospital For Children",35,204,0,8,56,131,6
2013-11-12,"King Edward Memorial Hospital For Women",5,40,0,0,0,25,13
2013-11-12,"Sir Charles Gairdner Hospital",113,176,0,45,70,54,5
2013-11-12,"Armadale/Kelmscott District Memorial Hospital",28,178,0,23,79,72,4
2013-11-12,"Swan District Hospital",32,136,0,27,59,42,7
2013-11-12,"Rockingham General Hospital",20,158,0,24,67,64,3
2013-11-12,"Joondalup Health Campus",65,239,0,34,85,110,9
2013-11-13,"Royal Perth Hospital",123,222,5,48,76,83,10
2013-11-13,"Fremantle Hospital",67,161,0,27,57,57,19
2013-11-13,"Princess Margaret Hospital For Children",40,214,0,9,60,139,3
2013-11-13,"King Edward Memorial Hospital For Women",4,43,0,0,0,24,17
2013-11-13,"Sir Charles Gairdner Hospital",113,179,0,38,71,64,5
2013-11-13,"Armadale/Kelmscott District Memorial Hospital",25,176,0,26,59,65,25
2013-11-13,"Swan District Hospital",14,127,0,24,43,51,9
2013-11-13,"Rockingham General Hospital",7,146,0,16,55,69,6
2013-11-13,"Joondalup Health Campus",70,232,0,35,70,120,7
2013-11-14,"Royal Perth Hospital",93,225,6,23,74,106,16
2013-11-14,"Fremantle Hospital",64,169,0,39,57,51,21
2013-11-14,"Princess Margaret Hospital For Children",29,218,0,6,70,138,3
2013-11-14,"King Edward Memorial Hospital For Women",4,43,0,0,0,24,17
2013-11-14,"Sir Charles Gairdner Hospital",106,162,4,33,83,40,0
2013-11-14,"Armadale/Kelmscott District Memorial Hospital",18,143,0,28,50,49,15
2013-11-14,"Swan District Hospital",27,134,0,24,50,55,5
2013-11-14,"Rockingham General Hospital",10,136,0,14,37,81,4
2013-11-14,"Joondalup Health Campus",79,261,0,29,75,151,5
2013-11-15,"Royal Perth Hospital",110,225,3,29,78,98,17
2013-11-15,"Fremantle Hospital",69,148,0,25,58,49,16
2013-11-15,"Princess Margaret Hospital For Children",27,195,0,7,44,141,0
2013-11-15,"King Edward Memorial Hospital For Women",5,52,0,0,3,21,28
2013-11-15,"Sir Charles Gairdner Hospital",118,200,7,45,89,56,3
2013-11-15,"Armadale/Kelmscott District Memorial Hospital",17,143,0,21,55,59,8
2013-11-15,"Swan District Hospital",28,116,0,13,51,50,0
2013-11-15,"Rockingham General Hospital",14,152,0,20,49,79,4
2013-11-15,"Joondalup Health Campus",65,241,0,18,81,136,5
2013-11-16,"Royal Perth Hospital",109,245,8,27,70,114,26
2013-11-16,"Fremantle Hospital",59,184,0,25,73,77,9
2013-11-16,"Princess Margaret Hospital For Children",31,181,0,5,42,131,3
2013-11-16,"King Edward Memorial Hospital For Women",7,19,0,0,5,7,7
2013-11-16,"Sir Charles Gairdner Hospital",107,180,0,40,88,41,9
2013-11-16,"Armadale/Kelmscott District Memorial Hospital",15,167,0,24,64,74,4
